SubjektUri,SubjektDe,SubjektEn,SubjektAltDe,SubjektAltEn,SubjektTyp ,Relation,Objekt,SeiteRelation,RestrictionOnProperty,RestrictionObject,RestrictionType,Definition,SeiteDefinition,Kapitel,Kommentar
BusinessItAlignment,Business-IT-Alignment,,,,Function,,,57,meta:uses,ItZiel,someValuesFrom,,,GOVER,
BusinessItAlignment,Business-IT-Alignment,,,,Function,,,57,meta:uses,ItStrategie,someValuesFrom,,,GOVER,
BusinessItAlignment,Business-IT-Alignment,,,,Function,,,57,meta:uses,StrategischesZiel,someValuesFrom,,,GOVER,
,,,,,,,,,,,,,,,
ChiefExecutiveOfficer,Geschäftsführer,Chief Executive Officer,Vorstandsvorsitzender,CEO ,Role,rdfs:subClassOf,Stelle,,,,,,31,STELL,
,,,,,,,,,,,,,,,
ChiefFinancialOfficer,,Chief Financial Officer,,CFO ,Role,rdfs:subClassOf,Stelle,,,,,,31,STELL,
ChiefInformationOfficer,CIO,Chief Information Officer,Informationsmanager;Leiter IT,CIO,Role,rdfs:subClassOf,Stelle,,,,,"Er begreift seine Aufgabe als eine interdisziplinäre Herausforderung. Er fordert die Diskussion über das Norm-/Wertesystem des Unternehmens (d. h. über die Regeln für das Zusammenleben und Zusammenwirken der Unternehmensmitarbeiter). Er unterstützt die Entwicklung der Selbstorganisation (d. h. des konzeptionellen Denkrahmens für den Umgang mit sozialen Systemen, bei dem davon ausgegangen wird, dass es nicht möglich ist, ein eindeutiges Ordnungskonzept für das Unternehmen zu entwerfen und zu verwirklichen). Er fordelt die Symbiose von Mensch und Technologie und nicht die Substitution des Menschen durch die Technologie.",31;241;32;Website,STELL,
,,,,,,,,,,,,,,,
ChiefInformationOfficer,CIO,,,,Role,,,34,meta:isResponsibleForFunction,StrategischesInformationsmanagement,someValuesFrom,,,STELL,
,,,,,,,,,,,,,,,
ChiefInformationOfficer,CIO,,,,Role,,,200,meta:isInvolvedIn,Controlling,someValuesFrom,,,,
ChiefInformationOfficer,CIO,,,,Role,skos:closeMatch,Informationsmanager,32,,,,,,,
ChiefKnowledgeOfficer,,Chief Knowledge Officer,,CKO ,Role,rdfs:subClassOf,Stelle,,,,,,31,STELL,
COBIT,COBIT,COBIT,,Control Objectives for Information and Related Technology,EntityType,,,,,,,COBIT ist ein 1996 von der ISACA = Information Systems Audit and Control Association (USA) entwickeltes Framework für die Gestaltung und Beurteilung der IT-Governance,29,ERMOD,
,,,,,,,,,,,,,,,
COBITAufgabe,COBIT-Aufgabe,COBIT Function,,,Function,,,,,,,,59,GOVER,
COBITAufgabe,COBIT-Aufgabe,,,,Function,,,62,meta:uses,Reifegradmodell,someValuesFrom,"Jede Aufgabe kann mit einem Reifegradmodell evaluiert werden. Dieses Reifegradmodell ist nach dem Vorbild des Capability Maturity Model for software (CMM) des Software Engineering Institute (SEI) gestaltet (vgl. Lerneinheit MEQUA). Das Reifegradmodell hilft dem IT-Management, die Reife der Aufgaben zu bestimmen und gibt Hinweise für deren Verbesserung.",,GOVER,
COBITAufgabenbereich,COBIT-Aufgabenbereich,,,,Function,,,,meta:isAssociatedWith,COBIT,someValuesFrom,,59,GOVER,
COBITAufgabenbereich,COBIT-Aufgabenbereich,,,,Function,,,59,meta:isDecomposedIn,COBITAufgabe,someValuesFrom,,,GOVER,
COBITInformationCriterion,"CobiT Qualitätsmerkmal für Information, ",COBIT Information Criterion,,COBIT Business Requirements for Information,EntityType,,,,,,,,61,GOVER,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
COBIT,COBIT,,,,EntityType,rdfs:subClassOf,Referenzmodell,29,,,,,,ERMOD,
CompetitiveBenchmarking,Competitive Benchmarking,,,,EntityType,rdfs:subClassOf,Methode,,,,,,,,eingefügt
Compliance,Compliance ,Compliance ,,,EntityType,,,,,,,"Einhaltung von Gesetzen, rechtlichen Bestimmungen, vertraglichen Vereinbarungen und unternehmensinternen Vorschriften.",55,GOVER,
Compliance,Compliance ,,,,EntityType,rdfs:subClassOf,COBITInformationCriterion,,,,,"Bei der Informationsverarbeitung werden Gesetze, rechtliche Bestimmungen, vertragliche Vereinbarungen und unternehmensinterne Vorschriften eingehalten.",61,GOVER,Compliance
ComplianceManagement,Compliance Management,,,,Function,,,68,meta:uses,Gesetz,someValuesFrom,,,RECHT,
ComplianceManagement,Compliance Management,,,,Function,,,68,meta:updates,ComplianceRegel,someValuesFrom,,,RECHT,
ComplianceManagement,Compliance Management,,Einhaltung von Regularien,,Function,,,,,,,Einhaltung von Rechtsvorschriften,68,RECHT,
ComplianceRegel,Compliance-Regel,,,,EntityType,,,,,,,"Regeln (z. B. ITIL) , Grundsätzen (z. B. GDPdU), Normen und Standards (z. B. ISO 9000)
und unternehmensspezifischen Richtlinien werden zusammen Compliance-Regeln genannt.",69,RECHT,
Component,Systemkomponenten,Component (Technicians),,,EntityType,rdfs:subClassOf,Perspektive,,,,,Sicht der Entwickler; Detailentwürfe für einzelne Systemkomponenten.,48,,
Confidentiality,,Confidentiality,,,EntityType,rdfs:subClassOf,COBITInformationCriterion,,,,,Vertrauliche Informationen werden vor Veröffentlichung und unbefugter Nutzung geschützt.,61,GOVER,Vertraulichkeit
ConsumerResourceLifeCycle,,Consumer Resource Life Cycle,,,EntityType,rdfs:subClassOf,Methode,,,,,"Detaillieliere Ergebnisse als die bisher genannten Vorgehensweisen
ermöglicht der Consumer Resource Life Cycle nach IveslLearmonth, weil
er die Analyse der Wettbewerbssituation auf die Beziehungen des Unternehmens zu seinen
Kunden konzentriert.",100,,
ControllingStelle,Controlling-Stelle,,,,Role,rdfs:subClassOf,Stelle,205,,,,,,,
ControlObjective,,Control Objective,,,EntityType,,,,meta:isAssociatedWith,COBIT,someValuesFrom,CobiT spezifiziert für jede der 34 Aufgaben [..] Vorgaben zur Steuerung der IT.,61,,
CorporateGovernance,,Corporate Governance ,,,EntityType,,,,,,,"Gesamtheit der Leitungs-, Kontroll- und Steuerungsmechanismen, Regeln für die Verteilung von Rechten und Pflichten sowie der Rechenschaftspflicht und Haftung in einem Unternehmen.",55,GOVER,
CorporateGovernance,,Corporate Governance ,,,EntityType,,,55,meta:isBasedOn,Leitungsstruktur,someValuesFrom,,,GOVER,
CorporateGovernance,,Corporate Governance ,,,EntityType,,,55,meta:isDecomposedInIn,ItGovernance,someValuesFrom,,,GOVER,
CorporateInformationSecurityOfficer,,Corporate Information Security Officer,,CISO ,Role,rdfs:subClassOf,Stelle,31,,,,,,STELL,
Daten,Daten,Data,,,EntityType,,,,,,,,,RECHT,manuell hinzugefügt
Datenarchitektur,Datenarchitektur,Data Architecture,,,EntityType,,,,,,,"Modell der für das Unternehmen wesentlichen Datenbestände, insbesondere der Datenbanken und Data-Warehouse-Systeme, und ihrer strukturellen Beziehungen. Zu einer Datenarchitektur gehören die für das betrachtete Aufgabengebiet wesentlichen
Datenbestände und ihre strukturellen Beziehungen. Hierzu zählen insbesondere die für das
Unternehmen wesentlichen Datenbanken und Data-Warehouse-Systeme (vgl. Lerneinheit
DATEM).",43;47,ARCHI,
Datenarchitektur,Datenarchitektur,,,,EntityType,rdfs:subClassOf,Teilarchitektur,46,,,,,,,
,,,,,,,,,,,,,,,
Datenoase,Datenoase,data oasis,,,EntityType,,,,,,,"Ein Staat, in dem es kein oder ein weniger strenges Datenschutzrecht gibt als in dem Staat, in dem sich der Unternehmensstandort befindet.",67,RECHT,
Datenschutzgesetz,Datenschutzgesetz,,"DSG (Ö,CH)",,EntityType,rdfs:subClassOf,Gesetz,,,,,"Datenschutzgesetz (Österreich, Schweiz); amtliche Abkürzung für das österreichische Bundesgesetz über den Schutz personenbezogener Daten und für das Schweizerische Bundesgesetz über den Datenschutz.",Website;67,RECHT,
Datensicht,Datensicht,,,,EntityType,,,,,,,"Die Datensicht beschreibt die Umfelddaten der Vorgangsbearbeitung sowie Nachrichten, die Funktionen auslösen bzw. von ihnen erzeugt werden.",49,ARCHI,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
DefensiveStrategie,Defensive Strategie,,,,EntityType,rdfs:subClassOf,ITStrategie,114,,,,,115,,
DefensiveStrategie,Defensive Strategie,,,,EntityType,,,114,meta:isAssociatedWith,Strategiecharakter,someValuesFrom,,115,,
DefensiveStrategie,Defensive Strategie,,,,EntityType,,,,,,,"Die defensive Strategie versucht, den technologieeinfluss im Unternehmen zurückzudrängen; sie kann im Grenzfall destruktiv sein (destruktive Strategie).",115,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
SollzustandDefinieren,Sollzustand definieren,,,,Function,,,,,,,"Die Sollgrößen für die Werte der kritischen Wettbewerbsfaktoren
werden festgelegt (z. B. die vergleichsweise lange Produktentwicklungszeit).",96,,
DeliverAndSupport,Betrieb und Unterstützung,Deliver and Support,,,Function,rdfs:subClassOf,COBITAufgabenbereich,,,,,Betrieb und Unterstützung (DS - deliver and support) betreibt Informationssysteme und unterstützt deren Benutzer.,59,GOVER,
DenialOfService,Dienstblockade,Denial of Service,,DOS,EntityType,,,,,,,Denial of Service,67,RECHT,kommt sonst nicht vor
,,,,,,,,,,,,,,,
Diagnosemodell,Diagnosemodell,,,,EntityType,,,,,,,"Man kann sich dieses Modell in Forn einer Matrix vorstellen, in deren Zeilen die Komponenten und in deren Spalten die Eigenschaften abgebildet sind, der Zielertragsmatrix der Nutzwertanalyse entsprechend (vgl. Lemeinheit NUTZW). Bei der Komponentenanalyse wird die Matrix Zeile für Zeile, bei der Eigenschaftsanalyse Spalte für Spalte abgearbeitet. Die Felder der Matrix repräsentieren die Erträge je Komponente und Eigenschaft.",98,,
Diagnosemodell,Diagnosemodell,,,,EntityType,,,98,meta:isAssociatedWith,Nutzwertanalyse,someValuesFrom,,,,
Differenzierung,Differenzierung,,,,EntityType,,,,,,,,118,,
Differenzierung,Differenzierung,,,,EntityType,rdfs:subClassOf,Wettbewerbsstrategie,118,,,,,,,
DigitalBusiness,,Digital Business,,"Electronic Business, eBusiness",EntityType,,,,,,,"jede Artvon wirtschaftlichem Handeln, das durch Internettechnologien unterstützt wird.",113,,kommt sonst nicht vor
DisasterRecoveryStrategie,Disaster-Recovery-Strategie,Disaster Recovery Strategy,,,EntityType,,,120,meta:isAssociatedWith,Katastrophenmanagement,someValuesFrom,,120,,
,,,,,,,,,,,,,,,
Durchdringungsstreben,Durchdringungsstreben,,Durchdringung,,EntityType,,,,,,,"Durchdringung ist die Eigenschaft der IT, die Informationsfunktion unternehmensweit zu unterstützen.",107,,
Durchdringungsstreben,Durchdringungsstreben,,,,EntityType,,,107,meta:isAssociatedWith,TheoretischeZielanalyse,someValuesFrom,,,,
Entwicklungsprojekt,Entwicklungsprojekt,Development Project,,,EntityType,,,45,meta:uses,Architektur,someValuesFrom,,,ARCHI,
EBusinessStrategie,eBusiness-Strategie,,Internetstrategie,,EntityType,,,,,,,"Eine Internetstrategie oder eBusiness-Strategie macht Aussagen darüber, welche der bestehenden Geschäftsfelder an die Bedingungen des Digital Business angepasst bzw. unter Verwendung von Internettechnologien neu aufgebaut werden sollen.",120,,
EBusinessStrategie,eBusiness-Strategie,,,,EntityType,rdfs:subClassOf,Teilstrategie,120,,,,,,,
EBusinessStrategie,eBusiness-Strategie,,,,EntityType,,,,meta:increases,Innovationspotenzial,someValuesFrom,,120,,
EBusinessStrategie,eBusiness-Strategie,,,,EntityType,,,120,meta:isBasedOn,RessourcesConductPerformanceHypothese,someValuesFrom,,,,
Effectiveness,Effektivität,Effectiveness,,,EntityType,rdfs:subClassOf,COBITInformationCriterion,,,,,"Informationen sind relevant und angemessen für die betrieblichen Aufgaben; sie sind rechtzeitig verfügbar, korrekt, konsistent und benutzbar.",61,GOVER,
Efficiency,Effizienz,Efficiency,,,EntityType,rdfs:subClassOf,COBITInformationCriterion,,,,,Informationen werden mit möglichst geringem Ressourceneinsatz zur Verfügung gestellt.,61,GOVER,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Eigenschaftsanalyse,Eigenschaftsanalyse,,,,EntityType,,,98,meta:isBasedOn,Diagnosemodell,someValuesFrom,,,,
Eigenschaftsanalyse,Eigenschaftsanalyse,,,,EntityType,rdfs:subClassOf,Methode,,,,,,,,hinzugefügt
,,,,,,,,,,,,,,,
Eigenschaftsanalyse,Eigenschaftsanalyse,,,,EntityType,skos:closeMatch,Erfolgsfaktorenanalyse,,,,,"Die Vorgehensweise der Eigenschaftsanalyse entspricht methodisch der Erfolgsfaktorenanalyse (vgl. Lerneinheit ERFAN), die quantitative Messgrößen verwendet (z. B. Erfolg und
Leistungsdifferenz) und die über Darstellungsmittel verfügt (insbesondere Portfolio und Profildiagramm), mit denen die Identifizierung von Stärken und Schwächen und deren transparente
Darstellung gut unterstützt wird. Die strategisch relevanten Eigenschaften der Informationsinfrastruktur (z. B. Auslagerung, Integration, Velteilung), insbesondere die Eigenschaften
mit Zielcharakter (z. B. Sicherheit, Wirtschaftlichkeit, Anpassbarkeit), werden als Erfolgsfaktoren abgebildet.",97,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Einsatzstrategie,Einsatzstrategie,operational strategy,,,EntityType,,,,,,,"Teilstrategie, die bechreibt, in welche Geschäftsfelder, betrieblichen Aufgaben bzw. Geschäftsprozesse mit welcher zeitlichen Priorität und mit welchem Budgets (Investitionshöhe) wann investiert werden soll.",113,,
Einsatzstrategie,Einsatzstrategie,,,,EntityType,rdfs:subClassOf,Teilstrategie,113,,,,,,,
ElectronicDataInterchange,Elektronischer Datenaustausch,Electronic Data Interchange,, EDI,EntityType,,,,meta:isBasedOn,Daten,someValuesFrom,,67,RECHT,
EmpirischeZielanalyse,Empirische Zielanalyse,,,,EntityType,rdfs:subClassOf,Methode,,,,,"Nach der empirischen Zielanalyse sind Sicherheitsstreben, Produktivitätsstreben und Wirtschaftlichkeitsstreben strategische Formalziele.",106,,
EnterpriseArchitectureManagement,,Enterprise Architecture Management,,,EntityType,,,,,,,"Unter der Bezeichnung Enterprise Architecture Management werden Softwarewerkzeuge angeboten, welche die Entwicklung von Architekturen unterstützen.",53,,
EntwicklungArchitekturInformationsinfrastruktur,Entwicklung einer Architektur für die Informationsinfrastruktur,,,,Function,,,,,,,,50,,
EntwicklungArchitekturInformationsinfrastruktur,Entwicklung einer Architektur für die Informationsinfrastruktur,,,,Function,,,50,meta:uses,Vorgehensmodell,someValuesFrom,,,,
EntwicklungArchitekturInformationsinfrastruktur,Entwicklung einer Architektur für die Informationsinfrastruktur,,,,Function,,,51,meta:uses,Gestaltungsziel,someValuesFrom,,,,
EntwicklungArchitekturInformationsinfrastruktur,Entwicklung einer Architektur für die Informationsinfrastruktur,,,,Function,,,52,meta:uses,GrundsaetzeOrdnungsmaessigerModellierung,someValuesFrom,,,,
EntwicklungImKonzept,IM-Konzept-Entwicklung,Creation of Information Management Concept,Entwicklung des IM-Konzeptes,,Function,,,29,meta:updates,ImKonzept,someValuesFrom,"Aufgaben der  Entwicklung des  IM-Konzepts  sind das  Gestalten  des  Aufgabensystems,  des Methodensystems und der Struktur- und Ablauforganisation des IT-Bereichs.",29,ERMOD,
EntwicklungImKonzept,IM-Konzept-Entwicklung,,,,Function,,,29,meta:updates,Ablauforganisation,someValuesFrom,,,ERMOD,
EntwicklungImKonzept,IM-Konzept-Entwicklung,,,,Function,,,29,meta:uses,ItLeitbild,someValuesFrom,,,ERMOD,
EntwicklungImKonzept,IM-Konzept-Entwicklung,,,,Function,,,28,meta:uses,ImModell,someValuesFrom,,,ERMOD,
EntwicklungImKonzept,IM-Konzept-Entwicklung,,,,Function,,,28,meta:uses,Referenzmodell,someValuesFrom,,,ERMOD,
EntwicklungImKonzept,IM-Konzept-Entwicklung,,,,Function,,,28,meta:isDecomposedInIn,GestaltenAufgabensystem,someValuesFrom,,,ERMOD,
EntwicklungImKonzept,IM-Konzept-Entwicklung,,,,Function,,,28,meta:isDecomposedInIn,GestaltenMethodensystem,someValuesFrom,,,ERMOD,
EntwicklungImKonzept,IM-Konzept-Entwicklung,,,,Function,,,28,meta:isDecomposedInIn,GestaltenStrukturorganisation,someValuesFrom,,,ERMOD,
EntwicklungImKonzept,IM-Konzept-Entwicklung,,,,Function,,,28,meta:isDecomposedInIn,GestaltenAblauforganisation,someValuesFrom,,,ERMOD,
EntwicklungItStrategie, IT-Strategie-Entwicklung,Development of IT-Strategy ,Entwicklung der IT-Strategie,,Function,,,,,,,Eine systematische Vorgehensweise zum Entwickeln der IT-Strategie wird nach Heinrich/ Pomberger (1999) mit den in Abbildung STRAT-l gezeigten Arbeitsschritten angegeben. Input rur den Entwicklungsprozess sind die strategischen IT-Ziele und das IT-Leitbild.,116;25;114,,
EntwicklungItStrategie, IT-Strategie-Entwicklung,,,,Function,,,117,meta:isDecomposedInIn,GenerierenAlternativeItStrategien,someValuesFrom,,,,
EntwicklungItStrategie, IT-Strategie-Entwicklung,,,,Function,,,117,meta:isDecomposedInIn,OptimaleItStrategieEvaluierenBestimmen,someValuesFrom,,,,
EntwicklungItStrategie, IT-Strategie-Entwicklung,,,,Function,,,117,meta:isDecomposedInIn,AbstimmenUnternehmensstrategie,someValuesFrom,,,,
EntwicklungItStrategie, IT-Strategie-Entwicklung,,,,Function,,,117,meta:isDecomposedInIn,AbleitenTeilstrategien,someValuesFrom,,,,
EntwicklungItStrategie, IT-Strategie-Entwicklung,,,,Function,,,117,meta:uses,StrategischesItZiel,someValuesFrom,,,,
EntwicklungItStrategie, IT-Strategie-Entwicklung,,,,Function,,,117,meta:uses,ItLeitbild,someValuesFrom,,,,
EntwicklungItStrategie, IT-Strategie-Entwicklung,,,,Function,,,114;117,meta:updates,ItStrategie,someValuesFrom,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Entwicklungsmethode,Entwicklungsmethode,Development Method,,,EntityType,,,,,,,"Phasen- und Vorgehensmodelle oder methodische Bausteine dafür wie Modellierung, Prototyping und Simulation ",19,ERMOD,
Entwurfsmuster,Entwurfsmuster,Design Pattern,,,EntityType,,,,,,,"wieder verwendbare Vorlage zur Lösung eines Entwurfsproblems, die in einem spezifischen Kontext genutzt werden kann.",17,ERMOD,
Gesamterfolg,Gesamterfolg,,,,EntityType,,,,meta:isAssociatedWith,Erfolgsfaktorenanalyse,someValuesFrom,Gesamterfolg im Sinne der Erfolgsfaktorenanalyse.,111;342,,
Gesamterfolg,Gesamterfolg,,,,EntityType,rdfs:subClassOf,StrategischesItZiel,111,,,,,,,
Gesamterfolg,Gesamterfolg,,,,EntityType,rdfs:subClassOf,Metrik,96,,,,,,,
Gesamterfolg,Gesamterfolg,,,,EntityType,,,96,meta:specifies,Istzustand,someValuesFrom,,,,
Gesamterfolg,Gesamterfolg,,,,EntityType,,,96,meta:specifies,Sollzustand,someValuesFrom,,,,
Erfolgsfaktor,Erfolgsfaktor,,,,EntityType,,,,,,,"Die strategisch relevanten Eigenschaften der Informationsinfrastruktur (z. B. Auslagerung, Integration, Verteilung), insbesondere die Eigenschaften mit Zielcharakter (z. B. Sicherheit, Wirtschaftlichkeit, Anpassbarkeit), werden als Erfolgsfaktoren abgebildet.",97,,
Erfolgsfaktorenanalyse,Erfolgsfaktorenanalyse,,,,EntityType,,,,,,,"Die Erfolgsfaktorenanalyse verwendet  quantitative Messgrößen  (z. B. Erfolg und Leistungsdifferenz) und verfügt über Darstellungsmittel  (insbesondere Portfolio und Profildiagramm), mit denen die Identifizierung von Stärken und Schwächen und deren transparente Darstellung gut unterstützt wird. Die strategisch relevanten Eigenschaften der Informationsinfrastruktur (z. B. Auslagerung, Integration, Velteilung), insbesondere die Eigenschaften mit Zielcharakter (z. B. Sicherheit, Wirtschaftlichkeit, Anpassbarkeit), werden als Erfolgsfaktoren abgebildet.",96;337ff,,
Erfolgsfaktorenanalyse,Erfolgsfaktorenanalyse,,,,EntityType,rdfs:subClassOf,Methode,,,,,,,,hinzugefügt
