c,l,Persian,Persian2,Problem/Question,English,MYD answer,MG answer
http://www.snik.eu/ontology/bb/WrittenAgreementOnTheStudyOutline,Written Agreement on the Study Outline,توافقنامه نوشتاری درباره طرح مطالعه,,,,,
http://www.snik.eu/ontology/bb/Communication,Communication,ارتباطات,,,,,
http://www.snik.eu/ontology/bb/QualityManagement,Quality Management|QualitÃ¤tsmanagement,مدیریت کیفیت,,,,,
http://www.snik.eu/ontology/bb/ServerCluster,Server Cluster,کلاستر سرور,,,,,
http://www.snik.eu/ontology/bb/StudyReport,Study Report,گزارش مطالعه,,,,,
http://www.snik.eu/ontology/bb/VirtualPrivateNetwork,Virtual Private Network,شبکه خصوصی مجازی,,,,,
http://www.snik.eu/ontology/bb/AdministrativeAdmission,Administrative Admission|Administrative Aufnahme,پذیرش اداری,,,,,
http://www.snik.eu/ontology/bb/CostEffectivenessAnalysis,Cost-Effectiveness Analysis|Kostenwirksamkeitsanalyse,تجزیه و تحلیل هزینه اثربخشی,,,,,
http://www.snik.eu/ontology/bb/HealthcareServicesSpecificationProject,Healthcare Services Specification Project,مشخصات خدمات خدمات بهداشتی و درمانی,,,,,
http://www.snik.eu/ontology/bb/BedOccupation,Bed Occupation,اشغال تخت,,,,,
http://www.snik.eu/ontology/bb/ConformityWithUserExpectations,Conformity with User Expectations,مطابقت با انتظارات کاربر,,,,,
http://www.snik.eu/ontology/bb/ManagementOfNonClinicalDepartment,Management of Non-Clinical Department,مدیریت گروه غیر بالینی,,,,,
http://www.snik.eu/ontology/bb/PatientInsuranceData,Patient Insurance Data,اطلاعات بیمه بیمار,,,,,
http://www.snik.eu/ontology/bb/FunctionalLeanness,Functional Leanness|Funktionale Schlankheit,مختصر بودن عملکرد,,,,,
http://www.snik.eu/ontology/bb/InternalReportingSystem,Internal Reporting System,سیستم گزارش گیری داخلی,,,,,
http://www.snik.eu/ontology/bb/Quality,Quality|QualitÃ¤t,کیفیت,,,,,
http://www.snik.eu/ontology/bb/HL7Standard,HL7 Standard,استاندارد HL7,,,,,
http://www.snik.eu/ontology/bb/QualityOfHealthCareOutcome,Quality of Health Care Outcome,کیفیت نتایج مراقبت های بهداشتی,کیفیت نتایج سلامت,,,,
http://www.snik.eu/ontology/bb/StrategicDecision,Strategic Decision,تصمیم استراتژیک,,,,,
http://www.snik.eu/ontology/bb/MaintainablePhysicalDataProcessingSystem,maintainable physical data processing system,سیستم پردازش اطلاعات فیزیکی قابل نگهداری,,,,,
http://www.snik.eu/ontology/bb/ProjectPlanningPhase,Project Planning Phase,مرحله برنامه ریزی پروژه,,,,,
http://www.snik.eu/ontology/bb/Backbone,Backbone,پشتیبان,,,,,
http://www.snik.eu/ontology/bb/ArtificialSystem,Artificial System,سیستم مصنوعی,,,,,
http://www.snik.eu/ontology/bb/BodyWashing,Body Washing,شستشو بدن,,,,,
http://www.snik.eu/ontology/bb/ControlledTranscriptionOfData,Controlled Transcription of Data,کنترل رونویسی داده ها,,,,,
http://www.snik.eu/ontology/bb/KhStatV,KHStatV,KHStatV,,,,,
http://www.snik.eu/ontology/bb/GeneralAdministrationDepartment,General Administration Department,اداره کل عمومی,,,,,
http://www.snik.eu/ontology/bb/ClinicalDataWarehouse,Clinical Data Warehouse,انبار داده بالینی,,,,,
http://www.snik.eu/ontology/bb/UsLaw,US Law,قانونUS,قانون ایالات متحده آمریکا ,,,,
http://www.snik.eu/ontology/bb/InpatientUnit,Inpatient Unit,بخش سرپایی,,,,,
http://www.snik.eu/ontology/bb/OperationalManagementConcept,Operational Management Concept,مفهوم مدیریت عملیاتی,,,,,
http://www.snik.eu/ontology/bb/Bed,Bed,تخت,,,,,
http://www.snik.eu/ontology/bb/OperationalHISPlanning,Operational HIS Planning,برنامه ریزی عملیاتی HIS,,,,,
http://www.snik.eu/ontology/bb/SchedulingAndResourcePlanningWithThePatientTransportService,Scheduling and Resource Planning with the Patient Transport Service,زمانبندی و برنامه ریزی مطابق  با سرویس نقل وانتقال بیمار,,,,,
http://www.snik.eu/ontology/bb/SuitabilityForLearning,Suitability for Learning,مناسب برای یادگیری,,,,,
http://www.snik.eu/ontology/bb/3LGM2CommunicationInterface,3LGMÂ² Communication Interface,رابط ارتباطی3LGM²,,,,,
http://www.snik.eu/ontology/bb/Customizing,Customizing,سفارشی کردن,,,,,
http://www.snik.eu/ontology/bb/Nic,NIC,NIC,,,,,
http://www.snik.eu/ontology/bb/Diagnosis,Diagnosis,تشخیص,,,,,
http://www.snik.eu/ontology/bb/DataMetamodel,Data Metamodel,داده متامودل,,,,,
http://www.snik.eu/ontology/bb/DiagnosticService,Diagnostic Service,خدمات تشخیصی,,,,,
http://www.snik.eu/ontology/bb/3LGM2S,3LGMÂ²-S,3LGM2-S,,,,,
http://www.snik.eu/ontology/bb/InformationManagementDepartment,Abteilung Informationsmanagement|Department of Information management,گروه مدیریت اطلاعات,,,,,
http://www.snik.eu/ontology/bb/ChemotherapeuticTreatment,Chemotherapeutic Treatment,درمان شیمی درمانی,,,,,
http://www.snik.eu/ontology/bb/DigitalImage,Digital Image,تصویر دیجیتال,,,,,
http://www.snik.eu/ontology/bb/IsoosiReferenceModel,ISO/OSI Reference Model,مدل مرجع ISO/OSI,,,,,
http://www.snik.eu/ontology/bb/NursingDischargeAndNursingReportWriting,Nursing Discharge and Nursing Report Writing,ترخیص پرستاری و گزارش نویسی پرستاری,,,,,
http://www.snik.eu/ontology/bb/IntegrationPlatform,Integration Platform,پلت فرم یکپارچه سازی,,,,,
http://www.snik.eu/ontology/bb/EstablishAndPromoteTheStrategicInformationManagementPlan,Establish and Promote the Strategic Information Management Plan,ایجاد و ارتقاء برنامه مدیریت اطلاعات استراتژیک,,,,,
http://www.snik.eu/ontology/bb/UserTraining,User Training,آموزش کاربر,,,,,
http://www.snik.eu/ontology/bb/ProcessIntegration,Process Integration|Prozessintegration,یکپارچگی فرایند,,,,,
http://www.snik.eu/ontology/bb/3LGM2Support,3LGMÂ² Support,پشتیبانی 3LGM2,,,,,
http://www.snik.eu/ontology/bb/RiskManagement,Risk Management,مدیریت ریسک,,,,,
http://www.snik.eu/ontology/bb/ComputerSupportedInformationSystem,Computer-Supported Information System,سیستم اطلاعاتی پشتیبانی شده توسط کامپیوتر,,,,,
http://www.snik.eu/ontology/bb/Framework,Framework,فرم ورک,,,,,
http://www.snik.eu/ontology/bb/ItSupport,IT Support,پشتیبانی فناوری اطلاعات,,,,,
http://www.snik.eu/ontology/bb/Completeness,Completeness,تکمیل,,,,,
http://www.snik.eu/ontology/bb/3LGM2MMessageType,3LGMÂ²-M Message Type,انواع پیام 3LGM ²-M,,,,,
http://www.snik.eu/ontology/bb/Orientation,Orientation,جهت,گرایش,,,,
http://www.snik.eu/ontology/bb/HL7MessageHeader,HL7 Message Header,پیام هدر HL7,,,,,
http://www.snik.eu/ontology/bb/CommunicationPattern,Communication Pattern,الگوی ارتباطی,,,,,
http://www.snik.eu/ontology/bb/MagneticDisc,Magnetic Disc,دیسک مغناطیسی,,,,,
http://www.snik.eu/ontology/bb/NuclearMedicineImaging,Nuclear Medicine Imaging,تصویربرداری پزشکی هسته ای,,,,,
http://www.snik.eu/ontology/bb/IheCrossEnterpriseDocumentSharing,IHE Cross-Enterprise Document Sharing,به اشتراک گذاری سند در همه جای سازمانی IHE,,,,,
http://www.snik.eu/ontology/bb/ProjectInitiationPhase,Project Initiation Phase,مرحله آغاز پروژه,,,,,
http://www.snik.eu/ontology/bb/HospitalInformationSystem,Hospital Information System|Krankenhausinformationssystem,سیستم اطلاعات بیمارستانی,,,,,
http://www.snik.eu/ontology/bb/RedundantServer,redundant server,سرور اضافی,,,,,
http://www.snik.eu/ontology/bb/MedicalDataDictionary,Medical Data Dictionary,دیکشنری اطلاعات پزشکی,واژه نامه اطلاعات پزشکی,,,,
http://www.snik.eu/ontology/bb/ProjectConflictManagement,Project Conflict Management,مدیریت تضاد پروژه,مدیریت درگیری در پروژه,,,,
http://www.snik.eu/ontology/bb/A03,A03,A03,,,,,
http://www.snik.eu/ontology/bb/UsabilityStudy,Usability Study,برسی قابلیت استفاده,,,,,
http://www.snik.eu/ontology/bb/TheStrategyOfIndependentHealthBanks,The Strategy of Independent Health Banks,استراتژی بانک های مستقل بهداشت,,,,,
http://www.snik.eu/ontology/bb/PrinterServer,Printer Server,سرور چاپگر,,,,,
http://www.snik.eu/ontology/bb/Tree,Tree,درخت,,,,,
http://www.snik.eu/ontology/bb/Excretion,Excretion,دفع,,,,,
http://www.snik.eu/ontology/bb/ComputerBasedApplicationComponent,Computer-Based Application Component|Rechnerbasierter Anwendungsbaustein,اجزا برنامه مبتنی بر کامپیوتر,,,,,
http://www.snik.eu/ontology/bb/3LGM2OrganizationalUnit,3LGMÂ² Organizational Unit,واحد سازمانی 3LGM2,,,,,
http://www.snik.eu/ontology/bb/UmlAssociation,UML Association,انجمن UML,,,,,
http://www.snik.eu/ontology/bb/CommunicationStandard,Communication Standard|Kommunikationsstandard,استاندارد ارتباطات,,,,,
http://www.snik.eu/ontology/bb/HospitalsBoardOfDirectors,Hospitalâ€™s Board of Directors,هیئت مدیره بیمارستان,,,,,
http://www.snik.eu/ontology/bb/LogicalOperator,Logical Operator,اپراتور منطقی,,,,,
http://www.snik.eu/ontology/bb/Cchit,CCHIT,CCHIT,,,,,
http://www.snik.eu/ontology/bb/MedicalKnowledge,Medical Knowledge,دانش پزشکی,,,,,
http://www.snik.eu/ontology/bb/ExperimentalStudyDesign,Experimental Study Design,طراحی مطالعه تجربی,,,,,
http://www.snik.eu/ontology/bb/OutpatientUnit,Outpatient Unit,واحد سرپایی,,,,,
http://www.snik.eu/ontology/bb/LeannessOfInformationProcessingTools,Leanness of Information Processing Tools|Schlankheit der informationsverarbeitende Werkzeuge,کمبودابزار پردازش اطلاعات,,,,,
http://www.snik.eu/ontology/bb/ExecutionOfLabExaminations,Execution of Lab Examinations,انجام تست آزمایشگاه,,,,,
http://www.snik.eu/ontology/bb/RadiologyInformationSystem,Radiologieinformationssystem|Radiology Information System,سیستم اطلاعاتی رادیولوژی,,,,,
http://www.snik.eu/ontology/bb/InformationManagementGuideline,Information Management Guideline,دستورالعمل مدیریت اطلاعات,,,,,
http://www.snik.eu/ontology/bb/OrthopedicsInformationSystem,Orthopedics Information System,سیستم اطلاعات ارتوپدی,,,,,
http://www.snik.eu/ontology/bb/MeansOfTransport,Means of Transport,وسایل حمل و نقل,,,,,
http://www.snik.eu/ontology/bb/TechnicalStaff,Technical Staff,کارکنان فنی,,,,,
http://www.snik.eu/ontology/bb/PatientTransfer,Patient Transfer,R01-ORU,,,,,
http://www.snik.eu/ontology/bb/R01ORU,R01-ORU,مشتری,,,,,
http://www.snik.eu/ontology/bb/Client,Client,,,,,,
http://www.snik.eu/ontology/bb/MasterApplicationComponent,FÃ¼hrendes Anwendungssystem|Master Application Component,رهبر اجزا برنامه,,,,,
http://www.snik.eu/ontology/bb/TacticalInformationManagement,Tactical Information Management|Taktisches Informationsmanagement,مدیریت اطلاعات تاکتیکی,,,,,
http://www.snik.eu/ontology/bb/PatientRecordArchive,Patient Record Archive,بایگانی سوابق بیمار,,,,,
http://www.snik.eu/ontology/bb/PlanningOfStaff,Planning of Staff,برنامه ریزی کارکنان,,,,,
http://www.snik.eu/ontology/bb/QualityOfITSupport,Quality of IT Support,کیفیت پشتیبانی از فناوری اطلاعات,,,,,
http://www.snik.eu/ontology/bb/Documentation,Documentation|Dokumentation,مستندات,,,,,
http://www.snik.eu/ontology/bb/CertifiabilityOfSoftware,Certifiability of Software,قابلیت اطمینان از نرم افزار,,,,,
http://www.snik.eu/ontology/bb/AdministrationAndAllocationOfPatientRecords,Administration and Allocation of Patient Records,مدیریت و تخصیص پرونده های بیمار,,,,,
http://www.snik.eu/ontology/bb/SystemAnalysis,System Analysis,تحلیل سیستم,,,,,
http://www.snik.eu/ontology/bb/EnterpriseOrganizationalStructure,Enterprise Organizational Structure,ساختار سازمانی,,,,,
http://www.snik.eu/ontology/bb/Ceo,CEO|Chief Executive Officer,مدیر اجرایی,,,,,
http://www.snik.eu/ontology/bb/CaseMixIndex,Case Mix Index,شاخص نمونه مورد,,,,,
http://www.snik.eu/ontology/bb/CommunicationAbility,Communication Ability,توانایی ارتباطی,,,,,
http://www.snik.eu/ontology/bb/IuKDG,IuKDG,luKDG,,,,,
http://www.snik.eu/ontology/bb/Diet,Diet,رژیم غذایی,,,,,
http://www.snik.eu/ontology/bb/FacilityManagement,Facility Management,مدیریت امکانات,,,,,
http://www.snik.eu/ontology/bb/BusinessStrategy,Business Strategy,استراتژی کسب و کار,,,,,
http://www.snik.eu/ontology/bb/HisCertificate,HIS Certificate,گواهی HIS,,,,,
http://www.snik.eu/ontology/bb/HospitalBudget,Hospital Budget,بودجه بیمارستان,,,,,
http://www.snik.eu/ontology/bb/BusinessProcessMetamodel,Business Process Metamodel,متامودل فرایند کسب و کار,,,,,
http://www.snik.eu/ontology/bb/PerformanceOfTheApplicationComponent,Performance of the Application Component,کارایی اجزای برنامه,,,,,
http://www.snik.eu/ontology/bb/InformationManagementOperatingCost,Information Management Operating Cost,هزینه های عملیاتی مدیریت اطلاعات,,,,,
http://www.snik.eu/ontology/bb/MedicalAnamnesis,Medical Anamnesis,پیشینه بیماری,,,,,
http://www.snik.eu/ontology/bb/Pencil,Pencil,مداد,,,,,
http://www.snik.eu/ontology/bb/OrganizationalPerspective,Organizational Perspective,دیدگاه سازمانی,,,,,
http://www.snik.eu/ontology/bb/PatientsRelatives,Patientâ€™s Relatives,بستگان بیمار,همراه بیمار,,,,
